story.Global.prologue_cutscene_ritual_2.text.7d064bfe0e4836eb5c970e4c5877869ce151b356,…100.,……100。
story.Global.prologue_cutscene_ritual_2.text.9b5344b53320b61a37686ea5a93890a6be02865c,So… I… open my eyes?,じゃあ……目を開けるわよ？
story.Global.prologue_cutscene_ritual_2.text.b10bfc0cdd882190ff9bf462e5620e85b5bcc85d,It… worked?,うまく……いった？
story.Global.prologue_cutscene_ritual_2.text.066a218d6ef4d207f8df715f83168aaa61779d6d,It worked?,うまくいったの？
story.Global.prologue_cutscene_ritual_2.text.7be8a4d3c4a6f4e64d5b10af8e73003de9e7c029,It worked!! I can't believe it!,うまくいったんだわ！ 信じられない！
story.Global.prologue_cutscene_ritual_2.text.1018f8b8a10ddb63a37010e255b183a2510091da,This is incredible!!,本当、現実とは思えないわ!!
story.Global.prologue_cutscene_ritual_2.text.200af5181c647d104a4003dec4fe434860e7062e,But… where am I?,でも……ここ、どこ？
story.Global.prologue_cutscene_ritual_2.text.cda894802482068bb3d97d0b5a496a2c44bf98d9,It's a… hallway? It definitely isn't the school.,廊下……？ 明らかに学校じゃないわ。
story.Global.prologue_cutscene_ritual_2.text.765d4c97b8ca1d08fedc40bee888263e7a3e7b20,"This is unbelievable, how could it have worked?",信じられない、いったいどういうことなの？
story.Global.prologue_cutscene_ritual_2.text.86239d7d2894a5917154f5401cb4d85e376cfca2,It doesn't make any logical sense. I was in the classroom a minute ago. Have I gone mad?,論理的に考えてありえない。1分前には教室にいたのに。私がおかしくなっちゃったのかな？
story.Global.prologue_cutscene_ritual_2.text.2186014984095c8986fe6cd46f87af61ae0bec1e,"THIS IS SO EXCITING, I CAN'T BELIEVE IT WORKED!",あぁ興奮する、本当にうまくいくなんて！
story.Global.prologue_cutscene_ritual_2.text.665f5b8d399a51e10d35037f2968524c99e2e67f,"If I wake up from this and it turns out to be a dream… well… that would be disappointing, to say the least.",これで目が覚めて、夢だったりしたら……まぁ……がっかりするわね、少なくとも。
story.Global.prologue_cutscene_ritual_2.text.4131739729f99357ddf308bdc72abd6408d5e2ad,Okay. I definitely need to check this place out.,オーケー。これはこの場所を調べて回るっきゃないわね。
,,
story.Global.prologue_cutscene_ritual_2.choice.text.74d5410fad0d438c102abf44d6543734b697b0c0,Do you wish to save your progress?,進行状況をセーブしますか？
story.Global.prologue_cutscene_ritual_2.choice.5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,Yes,する
story.Global.prologue_cutscene_ritual_2.choice.816c52fd2bdd94a63cd0944823a6c0aa9384c103,No,しない
,,
story.Global.prologue_cutscene_ritual_girls.text.8a13d9b29bbc375ec3d2b8f5d400c7cbc5ec379c,Now what?,それで？
story.Global.prologue_cutscene_ritual_girls.text.27f2c10be5c805961a9008743ee8e7a62ac35fc4,Now we just wait 5 minutes.,5分間待つ。
story.Global.prologue_cutscene_ritual_girls.text.e39e8fd285238907b4d9a2fb34c0cbd48d6d1fca,Doing nothing?,何もせずに？
story.Global.prologue_cutscene_ritual_girls.text.e324f5a71a8d0364cddb546dfb1c1d2b0d2f3f9e,Peace and quiet are not as bad as you imagine.,静かにまったり、っていうのも案外悪くないものよ。
story.Global.prologue_cutscene_ritual_girls.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,…,……
story.Global.prologue_cutscene_ritual_girls.text.27c0e8fdd475ae6dc459f6e4cf2e0ed5804d363c,"After that, I'll burn the hair and you help me blow out the candles one by one.",そのあと私が髪を燃やすから、あなたたちはロウソクを一本ずつ吹き消すのを手伝って。
story.Global.prologue_cutscene_ritual_girls.text.d7a4adf621d07eb2f91b7b6a4c3acfd0958aa0ca,Burnt hair smells bad…,髪って燃えると嫌なにおいするよね……
story.Global.prologue_cutscene_ritual_girls.text.cc6e467c405ff6e899ff6afb85ecff3f4a545291,It does.,そうね。
story.Global.prologue_cutscene_ritual_girls.text.f85169cbc60fba5a5872a63a9642688388bdaa89,"But it's the last step, might as well do it right.",でも最後の手順だから、ちゃんとやらないと。
story.Global.prologue_cutscene_ritual_girls.text.3c201f47af7989c9c537b3b9632d943d09c25cc0,What happens then?,そしたらどうなるの？
story.Global.prologue_cutscene_ritual_girls.text.f6d83edc45f0b5db67760927a6156b71e8e91b28,No idea.,わからない。
story.Global.prologue_cutscene_ritual_girls.text.e7da47b65ddbdbb71c9821469db4be65290b7dfe,Really?,本当に？
story.Global.prologue_cutscene_ritual_girls.text.48ddf60ef6d01c2d11e1a5c09b8e7c3e7b5ee3d7,"We probably just clean up and go home. These rituals are a scam, you know?",たぶん後片付けをして、帰るのがオチでしょうね。何しろ、こういう儀式ってのはしょせん偽物だから。
story.Global.prologue_cutscene_ritual_girls.text.0cf48a4caa4a9cf4d8c7817934cfc7322a61eb8e,"So… you're just making us make a mess, so that we can help you clean it up?",じゃあ……私たちに後片付けを手伝わせるために、わざわざ散らかさせようってわけ？
story.Global.prologue_cutscene_ritual_girls.text.fc99d18a3b6169273fb557aae017c984dba4663f,"What's the matter, are you not entertained?",問題でも？ ワクワクしてるくせに？
story.Global.prologue_cutscene_ritual_girls.text.9baa59f88b821933467def38048f2a9ff7a7a947,…Tsk.,……もう。
story.Global.prologue_cutscene_ritual_girls.text.1d724c012150715dedf43215e3bf63986157eda9,I think it's time.,そろそろ5分よ。
story.Global.prologue_cutscene_ritual_girls.text.689f1069f423b0c9e7cc1f62ced369d544041a13,Finally!,ようやくね！
story.Global.prologue_cutscene_ritual_girls.text.ac3388fc02adb7f378c4cdcf30cbfee771c97ae6,Now I just burn this…,じゃあ燃やすわよ……
story.Global.prologue_cutscene_ritual_girls.text.068893a5585241b8386e4e7264367e5cbe030672,"Quickly, put out the candles now!",今よ、ロウソクを消して回って！
story.Global.prologue_cutscene_ritual_girls.text.960c9f1cb1af598a9e1b23e38c15a5a96de76e07,"Now, shut your eyes and be quiet while I count to one hundred, okay?",じゃあ目を閉じて、私が100まで数える間静かにしてて。OK？
story.Global.prologue_cutscene_ritual_girls.text.fa97725633bd52ddb8fb0409986f9de3133d8182,Got it.,わかった。
story.Global.prologue_cutscene_ritual_girls.text.aaf408076f7109a1ecd347ef7835013d24f86125,"Alright then, I'll start.",よし、じゃあ始めるわよ。
story.Global.prologue_cutscene_ritual_girls.text.a07a79135caa2bf195bacb1024cf4442daefb9d2,"1, 2, 3, 4, 5…",1、2、3、4、5……
story.Global.prologue_cutscene_ritual_girls.text.e20bec7cd385c6c6736841d877125bbf0f13a6a4,"…28, 29, 30…",……28、29、30……
story.Global.prologue_cutscene_ritual_girls.text.ea0f9ea2d6bd15acf991bebdbee7ec5dcc487911,"…55, 56, 57, 58…",……55、56、57、58……
story.Global.prologue_cutscene_ritual_girls.text.2b541c08b795c762aa27e41c4d40b590b5d8b87a,Shhh!,しーっ！
story.Global.prologue_cutscene_ritual_girls.text.a4807c7808158dae30ae05a09ae9984f7dff2a00,"…79, 80, 81…",……79、80、81……
story.Global.prologue_cutscene_ritual_girls.text.e8c307e57c585c2080bf7332bccab4909fba12d5,(Huh…?),(んん……？)
story.Global.prologue_cutscene_ritual_girls.text.c45dcb552b34dc913238cb26305b3073dd783ecd,(What the hell was that!?),(今の一体何!?)
story.Global.prologue_cutscene_ritual_girls.text.d24b63256b9e38d0c2b4d91259c5f755fde9cc55,"…94, 95, 96, 97, 98, 99, 100!",……94、95、96、97、98、99、100！
story.Global.prologue_cutscene_ritual_girls.text.a78e6701b02292287dbaa5e15dc69ca645092a47,Huh…?,あれ……？
story.Global.prologue_cutscene_ritual_girls.text.ce3d7224f2b8f596af766145d1cc69ceb42395bb,What the…?,な……？
story.Global.prologue_cutscene_ritual_girls.text.4fa71a53c1d14c68b45d72ea32880bc3f1b67c1f,Are those…?,これは……？
,,
story.Global.prologue_draw_chalk.text.5a053350f6b83e0f6b083698c6c4c35858dd38b2,"Well… my lines aren't perfect, but it should do the job!",まぁ……完璧とはいえないけど、これで事足りるはずよ！
story.Global.prologue_draw_chalk.text.c6387a980df306afaac67616985533cf376033fb,I need to do this in all three rooms.,これを3つの教室全部でやらなきゃいけない。
story.Global.prologue_draw_chalk.text.b29396525f24fbe7ad65c8f824655c0ea82d59ad,"Two down, one to go.",2つ終わって、残りはあと1つね。
,,
story.Global.prologue_ending_k2.text.a7f4a8991d8b9edf5f397781c6891c4c4a821f78,"That night… I got cold feet, I guess.",あの晩……私は怖気づいたんだと思う。
story.Global.prologue_ending_k2.text.453e77b4d7d5b7cdaa716bbe7c273236d5bb4754,I went home without completing the ritual.,儀式を終えないまま、私は家に帰った。
story.Global.prologue_ending_k2.text.899676bc9ee27a7eb0ddb2ffef68513153b440a6,"Despite that, I made plans to try again.",それでも、再挑戦の計画は立てた。
story.Global.prologue_ending_k2.text.13d445dc136b68ee35d5592f937d5a138c74da5e,"However, both my notes and the letter had disappeared without a trace.",だけど、私のメモもあの手紙も、跡形もなく消えてしまっていた。
story.Global.prologue_ending_k2.text.9c6806e368df7cac1664af6e0667d347196b7b5a,I tried telling myself that maybe the ritual was a scam anyways…,あの儀式はどのみち偽物だったんだと、私は自分に言い聞かせた……
story.Global.prologue_ending_k2.text.6069f127223610f828c0bb834e13b00f7fb65212,But now… how will I ever know?,でも……本当にそうだったんだと、いったいどうやったらわかるだろう？
story.Global.prologue_ending_k2.text.448474fd6f3cf8f077c86efad23a4d1df14eec9e,Dead End K2 - Cold Kat Feet,Dead End K2 - 鳴く猫は鼠を取らず
,,
story.Global.prologue_ending_k3.text.5ec90e03adac13c26c70a0f18fb22b00a704c941,What's… going on?,一体……どうなってるの？
story.Global.prologue_ending_k3.text.7c24fec035c27d28c9facc402b14e29a8c961852,These stairs are making no sense right now.,この階段、おかしいわ。
story.Global.prologue_ending_k3.text.c6eb6366d092e365582ffe29b8e2156c8cffab88,This building has only 3 floors. I've taken these stairs every day…,校舎は3階建てのはず。毎日使ってる階段なのに……
story.Global.prologue_ending_k3.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,…,……
story.Global.prologue_ending_k3.text.ffe8092755554f948d96549dfd89f84a367015d1,I must be really tired. I'll just go down without thinking.,きっと疲れてるのね。深く考えずに、降りましょう。
story.Global.prologue_ending_k3.text.357ca62ff09f0bd75252c36764cb58d2af7f3a4e,I can't… get anywhere…,どこにも……出られない……
story.Global.prologue_ending_k3.text.5c20c2c8d65fea9cf9b0f46d8bf06151419b6954,Am I dreaming right now?,夢でも見てるのかな？
story.Global.prologue_ending_k3.text.18267c3683cd57be130cae9149dad441e6a7a9d1,I think I'll just… rest here.,とにかく……ここで休もう。
story.Global.prologue_ending_k3.text.c74685cc0e5821d48377e92e437ede148e75bfb5,Tomorrow morning… someone will wake me up.,朝になったら……誰かが起こしてくれるでしょ。
story.Global.prologue_ending_k3.text.d2367e10c90397c4383f247e46d48580fe87eb23,"Hopefully at home, in my own bed.",できれば家の、ベッドの中で。
story.Global.prologue_ending_k3.text.2883d5ef81c1db09562b0b8d77b3e8c7d896ff7b,"The next time I woke up, I was still in the same place.",次に目が覚めたときも、私はまだ同じ場所にいた。
story.Global.prologue_ending_k3.text.440f67107d599d20783ddfaee2ba9d94690d1c8c,"I tried again. Going up, going down… it made no difference.",私はまた試してみた。上って、下りて……何も変わらなかった。
story.Global.prologue_ending_k3.text.f7745e562735a7ca48a43588623ec796a18533c5,I decided to make an experiment with chalk.,そこで、チョークで実験をしてみることに決めた。
story.Global.prologue_ending_k3.text.f9a5c2bd90ffb99555b553709dd52d3acdfb2a4a,Logic would dictate that this X isn't here if I go up or down a floor.,論理に従えば、この×印は上るか下りるかした先の階にはないはず。
,,
story.Global.prologue_ending_k3_pt2.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,…,……
story.Global.prologue_ending_k3_pt2.text.f1f173c2b0c85eed09c9fbc9091c443f407069b0,I'm… trapped…,閉じ込め……られたのね……
story.Global.prologue_ending_k3_pt2.text.76147416d1febf63ccd6e5b3f3057e222408b294,I don't think I'm going to make it home tonight either…,今夜も、家に帰れそうにはないな……
story.Global.prologue_ending_k3_pt2.text.cb032a9f62589faa5f11e5776478c318abeb7ba2,Sorry Mom.,ごめんね、ママ。
story.Global.prologue_ending_k3_pt2.text.a20ebfaa8efc301dc73ad1956e11e2c35037ce14,Dead End K3 - Academic Spiral,Dead End K3 - スクール・スパイラル
,,
story.Global.prologue_ending_k4.text.ad08572b11066fa1409d4000078d5f724ef0dd09,"And so, we went home without completing the ritual.",こうして、私たちは儀式を終えないまま家に帰った。
story.Global.prologue_ending_k4.text.8cf9812954c97fee678942f0fb77b95634a568d4,"For some reason, I lost interest after that.",どういうわけか、私はその後、儀式への興味を失った。
story.Global.prologue_ending_k4.text.ed70d04c7aa6ddd501bda35a91779c39ae4dc453,"In exchange, I gained some new people to talk to.",でもその代わり、新しい話し相手ができた。
story.Global.prologue_ending_k4.text.8cd40009ea9f87bdf90b06f0449c5d83fa27a2af,"Well, I suppose the ritual couldn't have been that important anyways.",まぁ、どのみちあの儀式も、そんなに重要なことだったはずもないし。
story.Global.prologue_ending_k4.text.f8d684cf65bb786433e6c29f6a11364e3c3ec4eb,Dead End K4 - Nevermind Forever,Dead End K4 - もう思い出すこともない
,,
story.Global.prologue_ending_k5.text.648ea3e9db14318a79d3ad4291b6080d76493ff3,"You know, despite the rules,",いやはや、ルールがあるというのに、
story.Global.prologue_ending_k5.text.137ae09f0c4e5df2ca0377491d7fc9eb7fa6f11f,every so often some moron thinks they can bring in an entire group.,何人も纏めて連れて行ける、と思う阿呆が時折いるものだ。
story.Global.prologue_ending_k5.text.7a51f962c6363a63ecbad7289dd060fb99b819eb,Huh? Who's there?,え？いったい誰？
story.Global.prologue_ending_k5.text.f7746926aec26f9b15e290bd2d30f7f6897cacf6,Where is this place…?,ここはどこなの……？
story.Global.prologue_ending_k5.text.ffb2e34bd15ce1c357de1f44923aadd666b35467,I would have at least made it interesting for you.,"君にはもう少し、面白いものを見せてやる
つもりだったんだが。"
story.Global.prologue_ending_k5.text.e37b99ef62b4c4792fe603ed06f08cb60c1fe54e,But now? Forget it.,だがこれでは、なかった話にさせてもらおう。
story.Global.prologue_ending_k5.text.1a4c965c08d02b772a9715d4a3a7e813285ce82b,What? Wait-!,え？ 待っ……！
story.Global.prologue_ending_k5.text.87cece88105f59cf36df372cccfa7bb269cf63f3,Dead End K5 - Party Wipe,Dead End K5 - パーティー全滅
,,
story.Global.prologue_ending_k6.text.416ce944d4068566c5f09cf6e6a40427c699960b,"Once they were gone, I felt a bit guilty so I went home as well.",皆が帰った後、私も少し罪悪感を感じて、家に帰った。
story.Global.prologue_ending_k6.text.7556ced05c7bb1aa9688e0fa3b800f3e24da4f39,"Maybe I'll try the ritual again, some other time.",まぁ、儀式はまたいつかやろう。
story.Global.prologue_ending_k6.text.9f55d20ac2f4c2ab9a99f63923a6d9681e83a56d,"Next time, I hope not to run into anyone.",次回は、誰とも鉢合わせしないといいけど。
story.Global.prologue_ending_k6.text.774565040c017d7c82eeed4ec753e5ce628d6e9a,Dead End K6 - Snip snip,Dead End K6 - ちょきん、ちょきん
,,
story.Global.prologue_ending_k7.text.1faf6ee8c43bd3f7f83824702bfa6cd9079f99bb,"And so, we left the school and walked home.",そうして、私たちは学校を出て、家路についた。
story.Global.prologue_ending_k7.text.4d1b355e80d9d842ff1a26fe9efdbbdfac8d806f,No one said anything for a while.,しばらくの間、誰も何も言わなかった。
story.Global.prologue_ending_k7.text.907838182d990909f8f5e5e8a7c142be8f83ab52,(I think Kat is feeling down…),(キャット、落ち込んでるね……)
story.Global.prologue_ending_k7.text.ef61cdc800bd79da44754d0f5bcea2af848705cb,(Yeah.),(そうね)
story.Global.prologue_ending_k7.text.8cbf1b32fd90c465be5900317712e467d251be55,(Should we do something?),(何かしてあげたほうがいいかな？)
story.Global.prologue_ending_k7.text.70090abb90491ec03c80856de5f7d41470fb1e41,(What's on your mind?),(何かって、何を？)
story.Global.prologue_ending_k7.text.0c97c13d16a5f3e38294ef6e2b1fc8196e18ba85,(I don't know…),(わからないけど……)
story.Global.prologue_ending_k7.text.884f7ac1174030ede1347d792260f5342765472f,(Do you think Kat likes to sing?),(キャット、歌うのは好きかな？)
story.Global.prologue_ending_k7.text.91fbe4ea81fd3d03a8efdb9d972054a6e43175d7,(Hmmm…),(うーん……)
story.Global.prologue_ending_k7.text.afc2c43d835d6d238d10a8a9ef286bf73e23c624,"(Good idea, Saki!)",(名案だよ、サキ！)
story.Global.prologue_ending_k7.text.922a788ffc9d0e6de4257c07aaabdbe39aa05249,"(Haven't seen you this excited about karaoke before, Kaya…)",(あなたがそんなにカラオケに乗り気なのは初めて見たわ、カヤ……)
story.Global.prologue_ending_k7.text.afb42674fbfa842e149878bc03f27d023121f3a7,"(That's a yes, then?)",(じゃあ、それでいいわね？)
story.Global.prologue_ending_k7.text.ab7d36f2f9a7a7c2fbbed88e12147b8f0eee4b16,(Alright.),(ええ)
story.Global.prologue_ending_k7.text.c7572d80c587c5afc9d310549d578e2df0ee0d71,So…,その……
story.Global.prologue_ending_k7.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,…,……
story.Global.prologue_ending_k7.text.feb6c3a737798b01159cc78037f9ff846933372f,We were thinking of going to this place…,私たち、ここに行こうと思ってたんだけど……
story.Global.prologue_ending_k7.text.12775f7f3ee5ad0ca46f8240a8f2fdc54df04c80,(I can't do this! She's ignoring me!),(無理だわ！　無視されてる！)
story.Global.prologue_ending_k7.text.a6994f91e52e1cc39934cd111c242a0b2cd789e3,Kat!,キャット！
story.Global.prologue_ending_k7.text.e777cea75af6ed97e936e9232e0161af3deec82e,Hmm?,んん？
story.Global.prologue_ending_k7.text.470ed3ac582c3f926ff995b637c8bc241dffe029,Come with us.,一緒に来て。
story.Global.prologue_ending_k7.text.73fef01e230300ae6fc10ffd739157b067709157,Huh?,え？
story.Global.prologue_ending_k7.text.0dfd56e8980ca5af124dfd0f239edf245e345ceb,Just come.,いいから。
story.Global.prologue_ending_k7.text.b9eb95fd69a10e7e704eea3ec036707e94f75521,"Sure, whatever.",いいわよ、よくわかんないけど。
story.Global.prologue_ending_k7.text.513b2c5b6fe87d3e8d7d1057569c029897216eb1,(You're so good!),(ナイス！)
story.Global.prologue_ending_k7.text.39060fa865f06ea4f250f71a23d2f6445b4534db,(Are they trying… to cheer me up…?),(もしかして……励ましてくれてる……？)
story.Global.prologue_ending_k7.text.95741f01ba97bd1346a0081f0d435d592539f3b3,(Maybe… things are better this way.),(たぶん……このほうがいいんだろう。)
